lh_gm_vol_0,lh_gm_vol_1,lh_gm_vol_2,lh_gm_vol_3,lh_gm_vol_4,lh_gm_vol_5,lh_gm_vol_6,lh_gm_vol_7,lh_gm_vol_8,lh_gm_vol_9,lh_gm_vol_10,lh_gm_vol_11,lh_gm_vol_12,lh_gm_vol_13,lh_gm_vol_14,lh_gm_vol_15,lh_gm_vol_16,lh_gm_vol_17,lh_gm_vol_18,lh_gm_vol_19,lh_gm_vol_20,lh_gm_vol_21,lh_gm_vol_22,lh_gm_vol_23,lh_gm_vol_24,lh_gm_vol_25,lh_gm_vol_26,lh_gm_vol_27,lh_gm_vol_28,lh_gm_vol_29,lh_gm_vol_30,lh_gm_vol_31,lh_gm_vol_32,lh_gm_vol_33,rh_gm_vol_0,rh_gm_vol_1,rh_gm_vol_2,rh_gm_vol_3,rh_gm_vol_4,rh_gm_vol_5,rh_gm_vol_6,rh_gm_vol_7,rh_gm_vol_8,rh_gm_vol_9,rh_gm_vol_10,rh_gm_vol_11,rh_gm_vol_12,rh_gm_vol_13,rh_gm_vol_14,rh_gm_vol_15,rh_gm_vol_16,rh_gm_vol_17,rh_gm_vol_18,rh_gm_vol_19,rh_gm_vol_20,rh_gm_vol_21,rh_gm_vol_22,rh_gm_vol_23,rh_gm_vol_24,rh_gm_vol_25,rh_gm_vol_26,rh_gm_vol_27,rh_gm_vol_28,rh_gm_vol_29,rh_gm_vol_30,rh_gm_vol_31,rh_gm_vol_32,rh_gm_vol_33,volume_paths
3138,1689,8193,3547,1999,10607,12249,12319,2506,12432,8316,8820,6352,11709,2484,4014,4990,2470,3630,2278,10562,3269,16187,11757,3483,16697,25392,14275,14028,12915,934,2247,1768,6974,2806,2135,7707,3405,1918,11447,16403,11744,2747,13212,8543,8568,5819,11801,2447,4668,5966,2681,4356,2695,10100,3529,15655,11867,2010,17957,24356,15180,13665,10405,1015,2823,1176,7742,/data/users2/kwang26/aibm_hcp_normalized/209228_3T_T1w_MPR1.nii.gz
3261,1627,7841,3054,1484,10364,14111,12064,2505,13898,8952,8813,6256,10474,2269,4079,5859,1874,4388,2443,9842,3275,15766,10991,3454,18925,24322,13402,12153,10615,787,2382,1701,7196,2877,2833,9067,3236,1258,9351,17216,9731,2332,14558,7833,7866,5998,13331,2043,4589,5175,2460,6565,2409,10524,4334,16104,10924,2602,16982,22262,12893,11832,11174,1152,2111,1122,8252,/data/users2/kwang26/aibm_hcp_normalized/861456_3T_T1w_MPR1.nii.gz
3143,1401,7147,4322,1654,11228,13529,11397,2286,13140,7894,7389,5287,10889,2172,3319,5365,2089,3744,3048,9809,3128,13954,11144,2732,16348,25420,14023,11981,10521,714,2499,1469,7261,2098,2386,4686,4542,1549,12094,16506,12157,2452,12038,6992,7854,5898,13530,1891,4227,3959,2529,5045,3847,9779,3166,14101,10690,2558,18433,24410,15270,10502,9607,1102,1839,930,7298,/data/users2/kwang26/aibm_hcp_normalized/198855_3T_T1w_MPR1.nii.gz
2652,2173,6046,3090,1541,9886,12379,11035,2043,11823,7633,6300,5499,10653,1910,3778,5199,1914,3480,2294,8690,3428,13697,7847,2532,13930,24620,12703,11310,8127,661,2448,1562,6369,2787,1605,6405,2360,1571,8464,14712,9315,2301,9652,7003,6813,5006,12738,1610,3554,4071,2456,3555,2603,9123,2895,13713,9531,1910,15560,24032,13702,12155,9835,1234,2346,852,6950,/data/users2/kwang26/aibm_hcp_normalized/210415_3T_T1w_MPR1.nii.gz
2693,2542,5009,3294,2042,11428,15833,12536,2790,11428,7439,7851,5693,10585,2553,3133,5177,2136,3446,2314,11379,3188,14659,11372,2160,15593,22459,16588,11861,10181,600,2680,1185,6371,3278,2101,6099,3266,1386,10031,17208,11283,2593,12079,7068,8593,5141,12536,1907,3907,4270,2406,3984,3120,11722,3648,13556,11571,2541,15857,22747,14675,11333,11400,1161,2046,914,6200,/data/users2/kwang26/aibm_hcp_normalized/191437_3T_T1w_MPR1.nii.gz
3281,2814,9159,4245,1810,12439,17650,15990,3214,13468,9477,9145,6564,12911,2846,4259,5963,2251,2998,3925,13038,4370,18287,13928,3114,21074,26521,13778,16096,13179,896,2881,1128,9372,3445,2373,8606,4532,1981,15222,20069,14100,2756,14606,8707,9486,5961,15452,2634,4980,5509,2801,5058,4094,13320,4341,17078,13018,3082,21079,27784,17050,14473,11311,1390,2855,939,8467,/data/users2/kwang26/aibm_hcp_normalized/601127_3T_T1w_MPR1.nii.gz
2470,2320,6900,3319,1519,10287,11882,9442,2134,10777,7161,6832,4936,10400,1789,2863,5172,2088,3431,2761,9135,3056,11616,10298,2552,13808,20615,12024,12952,11289,652,1794,1051,6517,2136,2009,4891,3303,1583,10091,15219,9432,2260,10571,6869,6359,4301,12219,1857,3347,5381,2225,5053,2927,8856,2599,11760,9730,2272,14607,20001,11032,11264,9827,917,2175,766,6776,/data/users2/kwang26/aibm_hcp_normalized/126325_3T_T1w_MPR1.nii.gz
2351,2129,4223,3522,1504,9789,14325,9853,2613,11256,8184,7409,5284,9486,1807,3753,7239,2140,3270,2878,8924,3255,12330,9395,3018,15297,22961,12558,11291,9954,662,1824,1317,6515,2438,2379,5238,3762,1415,11075,17232,10217,2293,10110,7912,7243,5099,10324,1885,4062,3195,2767,4748,3211,9220,3246,14182,10098,2499,15460,22631,11831,11751,8892,1223,1724,879,6676,/data/users2/kwang26/aibm_hcp_normalized/126931_3T_T1w_MPR1.nii.gz
3322,1942,7781,3100,1861,12171,15924,12647,2494,14502,8261,8210,5896,13674,2476,4518,4555,2604,4201,2723,11082,3272,15107,11355,2836,16952,26788,14371,14606,12823,829,2257,1455,7411,3006,3170,6918,3392,1277,11847,17745,8952,3037,15611,7614,8474,6255,16017,2277,4752,4464,3018,5078,3371,12151,4107,15193,11118,2770,20397,22500,14139,17605,13364,1084,2180,926,8737,/data/users2/kwang26/aibm_hcp_normalized/206222_3T_T1w_MPR1.nii.gz
2603,1319,5766,2800,1380,7368,11434,9443,1980,8339,6049,5764,4802,10419,1373,3725,4153,1802,2712,1957,9147,2739,11905,8902,1876,12268,19340,9823,10211,8119,708,1605,1190,5533,2342,1937,5990,3146,1529,8203,15247,8908,1618,7773,6138,5019,4885,10800,1607,3426,3881,2312,3988,2371,8518,2756,11744,8890,1295,13311,19063,12108,9968,7891,814,2002,875,5641,/data/users2/kwang26/aibm_hcp_normalized/882161_3T_T1w_MPR1.nii.gz
2512,1547,5730,3265,1692,7769,12116,13365,2142,11629,7306,6245,5045,11563,1964,3613,4948,2352,3287,2738,9954,3216,13649,9928,2678,13842,24371,11185,10395,11149,716,2359,1215,7502,2771,1856,5310,2407,1300,8924,15145,10483,2370,11829,7543,6957,5477,13556,1681,3815,4712,3139,4863,2890,9971,3068,13066,10496,1670,14965,22236,11392,11130,9736,1204,2512,810,7331,/data/users2/kwang26/aibm_hcp_normalized/667056_3T_T1w_MPR1.nii.gz
2730,1912,5450,4135,1867,10336,12604,10430,3347,14449,8448,9569,6978,11257,2080,2062,5468,2520,4018,3756,10017,3348,13510,10760,3118,17638,25322,12881,12306,12463,1067,2462,1712,6820,2930,1702,5817,3879,1653,10821,15710,11132,3138,11501,8374,9328,7054,13040,2088,3353,4574,2878,4855,4051,10685,3283,16244,10946,2429,18594,24726,12104,11456,10612,1673,1778,977,7064,/data/users2/kwang26/aibm_hcp_normalized/248339_3T_T1w_MPR1.nii.gz
2131,1780,5425,2799,1729,8546,10288,10950,1981,9149,6185,5357,5015,9376,1941,3044,4772,2106,3781,2632,8287,3147,11804,9118,2668,12786,17028,12244,9013,8327,811,2292,1081,6344,2032,1593,4355,2690,1495,8712,10990,9433,2165,11564,6333,5692,4670,10543,1788,3033,4832,2214,4364,2858,8995,2691,10612,9204,1749,11971,19008,11917,9763,8508,899,2128,860,6909,/data/users2/kwang26/aibm_hcp_normalized/429040_3T_T1w_MPR1.nii.gz
3088,2378,7636,3745,1651,9775,14104,12836,2211,11002,8357,6654,5048,11506,2139,3173,4944,2233,3601,2450,9657,3530,12640,9960,3029,15513,18268,12222,12734,11262,666,2413,1147,6985,2223,2193,6581,3648,1439,11043,16335,11749,2091,11650,8299,6427,5080,11339,2148,3462,4744,2570,4294,2772,8170,3332,12581,10658,2296,16627,21413,12580,11938,12360,972,2444,970,7064,/data/users2/kwang26/aibm_hcp_normalized/140319_3T_T1w_MPR1.nii.gz
2218,1664,6011,3466,1692,12574,13548,11247,2024,11264,7227,7390,4648,12599,1871,3435,4779,1805,3995,3766,10594,3398,14022,9313,2499,16397,23059,13639,12656,8581,700,2471,1371,6689,2475,2384,5026,1926,1618,10720,15290,10219,2853,10197,7482,8768,5212,12555,2627,4160,3335,2891,3995,2923,9684,4550,14442,11555,2307,16690,21677,15128,11260,9685,926,2519,1220,7063,/data/users2/kwang26/aibm_hcp_normalized/732243_3T_T1w_MPR1.nii.gz
3099,2495,6957,2811,1628,10070,13736,11589,2540,9334,7543,6138,5653,10406,2344,3712,5176,2025,3431,2947,9460,2543,13701,10644,2745,13733,22125,11728,12292,9827,666,2418,1265,6577,2890,2296,6909,2583,2073,10257,15334,10592,2024,9944,7968,6226,5192,12568,2111,4697,4455,1983,4708,3332,9525,3423,13432,10098,1972,13967,21577,11523,11637,10275,990,2431,1178,7258,/data/users2/kwang26/aibm_hcp_normalized/391748_3T_T1w_MPR1.nii.gz
3436,1864,7870,3311,1983,10185,14882,12493,2529,12634,8325,6822,5557,11650,2100,3872,5672,2089,3681,1997,10351,4296,14341,10930,3303,17540,24370,13717,12500,11179,799,2507,1360,7438,2631,2421,6580,3208,1890,11828,16389,12761,2547,11802,7937,6299,5757,12659,2469,4574,4626,3382,5563,2391,10339,4024,13556,11715,2709,18631,23458,14277,12550,13062,992,2215,1147,7573,/data/users2/kwang26/aibm_hcp_normalized/105014_3T_T1w_MPR1.nii.gz
3560,2069,8408,4311,2808,12005,16389,15110,3645,15185,10195,8200,6577,12404,2368,4865,5892,2869,4965,2665,11735,3943,15547,13467,3408,19340,31218,16072,13214,12317,910,3098,1466,8468,3138,2533,6830,4559,2116,11392,19428,13085,2638,14905,9489,8118,7588,12942,2673,5332,5619,3340,6605,3657,11602,4198,18554,14125,2488,19198,28409,16036,16966,12465,1302,2467,1018,8627,/data/users2/kwang26/aibm_hcp_normalized/353740_3T_T1w_MPR1.nii.gz
3187,2106,6838,3762,2560,12108,15958,16580,3684,12791,9818,8575,6406,14856,3117,4125,8245,2296,4358,3103,10795,3785,16858,11966,3963,20143,26730,15793,16224,15053,1096,2495,1749,7928,2834,2307,6923,3802,2111,13898,23298,14686,2289,13528,9106,8527,5579,15016,2654,5226,6035,3221,4937,2928,11736,4653,17104,11369,2195,21069,29287,16903,16163,12785,1214,2417,1608,8559,/data/users2/kwang26/aibm_hcp_normalized/662551_3T_T1w_MPR1.nii.gz
2551,1890,8674,2907,1461,13068,14632,11541,2805,10789,8198,5774,5477,9450,2026,3321,5729,1967,3528,1984,10086,3179,17416,11045,2672,15287,21287,14326,12612,11903,781,1969,1765,6623,3001,2440,4954,3711,1589,11122,15521,10697,2422,12107,8221,6880,5528,12657,2190,3834,4595,2889,4463,2846,10046,3032,17321,11817,2426,17098,24645,13496,12186,11058,983,2147,1002,7581,/data/users2/kwang26/aibm_hcp_normalized/910443_3T_T1w_MPR1.nii.gz
3447,2109,5987,2912,1668,13528,12369,9526,2245,10136,6460,7832,4807,11413,1803,3644,4824,2117,3365,2797,9157,4162,12507,9976,2380,15155,21183,13066,13077,10873,683,1819,1272,5773,2817,2565,5156,3205,1651,11258,18751,9604,2336,11610,7081,7729,5437,13556,1660,3776,4503,2615,4164,2782,8255,2938,11134,9875,1883,18033,21392,12463,12118,9278,984,1902,847,6554,/data/users2/kwang26/aibm_hcp_normalized/761957_3T_T1w_MPR1.nii.gz
2192,1843,7158,3251,1995,14653,13434,11158,2986,12780,8142,8710,6844,11475,2064,3694,5071,1892,3907,2972,10894,3068,16505,12114,3325,16181,23336,15503,12505,12893,792,1942,1307,7572,2617,2649,9014,3291,1606,11593,17365,10411,2014,11075,8236,8958,5992,14377,2176,5019,3742,2967,3118,3293,10726,3572,15708,13106,1924,18778,22279,16949,12419,12952,1157,2680,777,7789,/data/users2/kwang26/aibm_hcp_normalized/129432_3T_T1w_MPR1.nii.gz
2621,1707,6280,2237,1080,7741,10574,8676,1788,8109,6186,4616,4432,9532,1767,2778,4097,1559,3846,1782,6940,2633,10649,7325,2408,13869,20291,8777,9357,8097,597,1955,1122,5219,2229,2002,5502,2317,1160,6761,10296,8545,1686,8661,6288,4029,4391,9988,1232,3545,3424,2225,4458,1526,6909,2770,11153,7721,1760,15633,20146,9702,10055,8937,869,2097,1003,5425,/data/users2/kwang26/aibm_hcp_normalized/118124_3T_T1w_MPR1.nii.gz
2401,1653,6130,3394,1557,10457,11998,10153,2169,10999,8489,8154,6265,11083,1682,3335,5478,2280,3311,2349,9546,3058,14188,11843,2680,15487,24228,15669,12303,9756,863,2601,1383,6621,2405,2384,7194,3084,1377,10368,14917,10627,2260,11479,8089,6967,5460,12537,1980,4429,5621,2581,4685,2875,9800,4086,13300,11081,1816,14969,21396,14363,11570,10312,872,2339,1255,7610,/data/users2/kwang26/aibm_hcp_normalized/114621_3T_T1w_MPR1.nii.gz
3512,2125,5383,3465,2058,13026,14803,10401,2195,13838,8715,8771,6760,12324,2316,4637,5461,2371,3817,2881,11762,3768,16474,9388,3507,17654,27404,12364,12393,11588,1051,2850,1678,6662,3246,3410,7206,3442,1455,12384,17975,11272,2544,11695,7654,8267,6485,14519,2260,3653,4165,2604,5128,3013,10049,3661,15036,11137,2658,19216,22171,17386,13030,12099,1313,2574,1191,7138,/data/users2/kwang26/aibm_hcp_normalized/660951_3T_T1w_MPR1.nii.gz
3073,2245,6928,3395,1837,11954,13705,10672,2806,13670,8421,6706,6314,12127,2392,4698,6232,2120,3990,2722,11257,3621,14337,11327,3281,19813,24649,12871,13010,11194,884,2150,1386,7040,2635,2004,6813,4630,1601,12332,18483,10995,2708,12174,8189,6927,5611,13439,2365,4492,4242,2528,5754,3215,10464,3995,14500,11147,1852,20089,25540,13673,12600,11157,1067,1766,994,7231,/data/users2/kwang26/aibm_hcp_normalized/626648_3T_T1w_MPR1.nii.gz
3502,1443,7292,3834,2287,14740,16620,13957,2475,12604,9598,7427,5923,13558,2715,3697,8023,2492,5933,2135,10856,3951,14386,12308,3282,21352,28367,14150,14878,14131,1046,2913,2046,9065,3787,3323,8297,3692,2036,12062,19457,15105,2424,12841,8544,7805,6393,16748,1777,4868,7475,2928,5750,2799,10236,4684,16125,12430,3799,18753,24725,15755,14355,14121,1107,1776,1272,8396,/data/users2/kwang26/aibm_hcp_normalized/923755_3T_T1w_MPR1.nii.gz
3393,1629,8308,3098,1739,11772,14595,13846,2991,10489,8438,7491,6433,11503,2399,4050,5319,2423,4837,2062,11717,3488,16064,11047,2459,18463,25192,13923,14709,13420,819,2322,1602,8394,2566,2536,6239,3454,1873,11215,21024,11203,2645,11418,8504,6979,6004,14845,1900,4688,5596,3249,5501,2212,10825,2663,16437,11948,2482,18032,25937,13328,14588,11265,947,2082,1005,9499,/data/users2/kwang26/aibm_hcp_normalized/173233_3T_T1w_MPR1.nii.gz
2616,2058,5611,3047,1407,9090,11430,12110,2795,12399,7749,6941,6362,10698,2628,4502,5672,2468,2740,2900,11170,3534,16150,9269,3636,16852,23599,13461,10359,9406,881,1627,985,6430,2633,2146,5849,3863,1307,9549,14655,10643,1982,12811,7810,7819,6315,11788,2107,4831,4297,2809,3644,3165,9553,2909,16514,9766,2495,16974,24824,13447,10873,9677,1231,2350,951,6690,/data/users2/kwang26/aibm_hcp_normalized/129937_3T_T1w_MPR1.nii.gz
2672,1808,7216,4095,2203,11426,12960,12474,2775,12985,8684,8596,4649,12730,2789,3749,5143,2336,3793,3336,10693,3527,17223,9914,2650,14888,25128,13797,13354,11478,606,2589,1728,8132,2555,1539,6204,3922,1839,10636,14749,13695,2721,13624,9664,8656,5910,13999,1974,4377,5071,3253,4910,3618,10434,3631,16447,10616,1173,17283,24202,14491,13127,11373,740,2028,1345,8143,/data/users2/kwang26/aibm_hcp_normalized/164030_3T_T1w_MPR1.nii.gz
3330,2722,6497,3479,1631,14287,14262,13447,3276,13682,8693,8801,6525,14037,2315,3994,5399,2417,4774,3491,10984,3541,15380,12312,3668,18843,25589,14755,16289,12022,1098,2636,1548,8291,3091,2952,5556,4121,1279,13524,19049,14692,2359,11315,9399,8065,5901,15257,2163,5801,4271,2811,5664,3607,11178,5065,15983,11783,3527,21340,26641,14826,14572,11652,1323,2907,1232,8238,/data/users2/kwang26/aibm_hcp_normalized/165840_3T_T1w_MPR1.nii.gz
2395,1945,5970,3948,1522,12175,13085,10222,2983,14208,6611,6633,5451,9273,2321,3243,4445,1902,3890,3089,9449,4138,12176,9921,2554,14689,21599,12858,12145,10960,873,2572,1367,7386,2304,2036,6030,3858,1715,11724,16350,8943,2353,11956,6674,7902,5410,10392,1997,4356,3331,2833,4821,3468,9423,3702,12316,9241,1956,14968,20807,12897,14155,10650,794,2319,820,7614,/data/users2/kwang26/aibm_hcp_normalized/837560_3T_T1w_MPR1.nii.gz
3005,1903,6962,3179,1857,11495,14172,9837,2577,14644,8541,6342,6495,12523,2778,3049,6859,2134,4089,2506,12136,3596,17084,11033,4397,17766,26166,12554,14001,10384,542,1425,1666,7774,2418,2620,7227,3878,1471,10598,18269,10661,2499,15347,7659,6921,5457,14944,1874,4655,5047,2729,4650,3217,10220,3531,17168,11285,3148,18090,27827,13233,13142,10369,1068,1930,1024,8004,/data/users2/kwang26/aibm_hcp_normalized/168240_3T_T1w_MPR1.nii.gz
2983,2822,8029,3046,1651,12280,13146,11893,3095,11674,8522,8288,5174,10373,2566,3923,4946,2331,3445,2930,11453,3541,14977,10457,4104,18146,25961,12997,14534,10267,709,2105,1148,8109,2641,4060,6449,3568,1617,13138,18012,11730,2592,10861,9139,7957,6385,13570,2408,5454,5165,3287,4595,3204,9636,4071,14968,10978,2916,20271,22937,13604,12735,9824,1023,2107,959,7204,/data/users2/kwang26/aibm_hcp_normalized/121618_3T_T1w_MPR1.nii.gz
3946,1544,7975,2927,2111,10184,14485,11743,2948,12039,8817,8003,5884,13412,2548,4468,5161,2742,4276,2526,9912,3104,15254,11063,2936,19022,25173,14088,13601,14534,779,2186,1378,7834,3183,3439,7541,2915,1619,9773,17185,12794,2969,10943,7756,7341,6171,14859,1994,5596,4190,3443,4926,2243,10392,4063,13859,10743,2946,20255,22584,13793,15159,12933,1011,2436,1084,8011,/data/users2/kwang26/aibm_hcp_normalized/134829_3T_T1w_MPR1.nii.gz
2722,2602,8406,3849,2001,13081,15127,11927,2965,13012,9414,6404,6335,10723,1656,3816,7069,2765,4379,2928,11344,3355,16536,10151,3197,19477,25135,16439,13724,14730,754,2688,1781,7078,3407,3046,9425,4218,1675,10874,18101,12929,2914,12150,9021,8382,6000,16385,2079,4558,4897,3254,5464,3678,9976,3874,16287,12145,3673,19119,25551,14124,13526,11203,1092,2037,1499,7555,/data/users2/kwang26/aibm_hcp_normalized/156031_3T_T1w_MPR1.nii.gz
2188,2065,8111,3217,1997,11135,12218,12253,2866,12085,9316,6804,5392,10788,1927,3781,6659,2417,4815,2383,10258,4073,14545,11698,3735,17350,26655,17037,11923,14194,956,1997,1324,8121,2544,3743,6759,3825,1242,11488,16385,12135,3149,11902,9826,5949,6235,13488,1729,4308,5864,2735,6591,2736,8929,4799,14580,12220,3059,17815,24404,16981,12096,10731,1228,2311,911,6757,/data/users2/kwang26/aibm_hcp_normalized/148840_3T_T1w_MPR1.nii.gz
2999,2950,8001,3771,1751,12318,15487,14960,3548,11731,9300,7436,6742,12719,2415,3470,6105,2812,4764,3193,11249,3743,15724,12042,3501,18603,26015,17909,13978,13355,762,2387,1546,7821,3004,2263,6710,4009,1802,11018,18518,13670,3087,13021,10117,8659,5948,15060,2774,3696,4646,3096,5304,3312,11930,3640,16732,12349,2316,18797,27678,16177,12768,12207,1044,2506,1294,7834,/data/users2/kwang26/aibm_hcp_normalized/530635_3T_T1w_MPR1.nii.gz
2768,1866,7011,2666,1770,12490,14680,11031,2291,10817,7708,5632,6715,11946,1759,4448,5684,2104,3640,2053,9618,3683,13068,8941,2629,15016,24789,12998,14321,12192,728,2150,1136,7596,3133,1870,6468,2814,1434,12553,18680,10604,2379,10726,7336,5504,5869,12932,1786,4711,4824,3038,4431,2038,8782,4330,13571,10199,1661,16093,24932,12951,13758,9676,1060,1830,1054,7854,/data/users2/kwang26/aibm_hcp_normalized/585256_3T_T1w_MPR1.nii.gz
3337,2063,6485,2741,1690,11746,13522,10323,2159,10015,7806,5532,6126,11528,1741,3814,6013,2614,4653,2861,9555,4457,13220,9564,3451,18573,21616,11906,12462,9647,741,2404,1142,7252,2432,2619,5564,3075,1584,10090,17637,10181,2667,9936,8296,7515,6347,13198,1910,4617,3948,3076,5574,3177,8515,3240,12615,10154,2581,19889,24295,12119,12022,9243,1129,2088,876,8172,/data/users2/kwang26/aibm_hcp_normalized/390645_3T_T1w_MPR1.nii.gz
2292,2995,8533,3924,1654,12927,14204,11148,2196,11121,10259,8038,5125,12402,2178,4832,7035,2870,4530,2701,12157,4026,15704,11351,3771,20794,25515,14698,14051,12752,848,2341,1972,8378,2715,3268,7663,3935,1225,13705,15809,11633,2069,12857,9279,7218,6273,13576,2039,6036,4844,2906,6373,3300,12062,3700,16569,12149,3898,23947,23506,14442,13045,14228,1159,1830,1651,7973,/data/users2/kwang26/aibm_hcp_normalized/204319_3T_T1w_MPR1.nii.gz
3285,2057,8434,4334,1930,11107,15040,12833,3543,15156,9526,9258,6025,11333,2752,4535,7124,2630,3977,3268,10554,3490,15542,12589,2959,18534,27138,16186,13806,13615,1100,2668,1821,7008,3116,2415,8073,4025,2057,10622,18459,12364,2233,14758,9257,10465,6701,13547,2688,4947,4582,3244,4388,3720,10038,2378,16339,12769,2873,21908,26455,16676,13802,12443,1263,2166,1409,7300,/data/users2/kwang26/aibm_hcp_normalized/148436_3T_T1w_MPR1.nii.gz
2711,1484,7650,3848,1691,10649,14019,11006,2510,10916,7677,6457,7189,10947,1937,3887,5275,2108,3866,1846,7784,3764,13574,10026,3280,21318,22720,14147,10352,11085,828,2278,1491,7405,2537,2814,8216,3482,2033,9847,14684,10647,2179,10957,7712,6894,6783,12216,1865,4911,3245,2609,3555,2900,9103,3182,15189,10450,2826,20472,22283,12774,10793,10252,1028,2427,1228,7829,/data/users2/kwang26/aibm_hcp_normalized/168341_3T_T1w_MPR1.nii.gz
2294,1907,6987,2826,2100,10404,13587,11588,2211,11636,7573,7012,5571,12176,2044,2925,5363,2192,3330,1937,10398,3318,14331,9669,2445,17774,21322,13503,12398,11405,739,2370,1279,6833,2493,1971,5977,2872,1637,8540,16634,11724,2450,11620,7209,7591,5542,13810,2034,3635,4517,2672,3995,2416,9713,3341,14528,9989,1748,18569,21651,13794,12288,10158,1096,2115,1071,7532,/data/users2/kwang26/aibm_hcp_normalized/148941_3T_T1w_MPR1.nii.gz
2747,2905,9880,4031,2127,12032,16088,15331,4065,17180,9155,8151,7243,14225,2332,3692,5984,2312,4064,2487,11730,3956,17765,12538,3609,19984,25800,13426,14925,12965,1004,2639,1718,7917,2355,3478,9757,3905,2248,14408,17230,14480,2755,14764,8471,7521,6899,15009,2433,5081,4728,3015,5444,2912,12628,4098,19284,13193,3757,21161,25783,17102,12777,12728,1445,2732,1214,8966,/data/users2/kwang26/aibm_hcp_normalized/251833_3T_T1w_MPR1.nii.gz
2184,1790,6968,2765,1772,9416,11615,11378,2324,11409,8156,6472,4449,10331,1917,3551,4238,1987,3116,2266,9772,2783,13581,9644,2559,15172,23091,12576,10484,9930,737,2386,1195,6267,2602,1980,6340,2820,1604,10002,13789,12136,2391,10490,8415,6308,4216,12293,1914,3595,3887,2684,3591,2764,10228,2761,14666,10333,2134,15848,20094,13189,10785,10792,1113,2561,674,6394,/data/users2/kwang26/aibm_hcp_normalized/160729_3T_T1w_MPR1.nii.gz
2450,1832,6406,3827,2082,11698,13467,9532,2662,11627,8075,8864,5295,11243,2479,3299,5223,1819,3919,3120,10697,3344,14358,10805,2776,13956,22240,14524,12973,10724,720,2699,1407,6535,3029,3306,6001,3707,1710,12018,16154,8567,2587,12360,7298,8672,5090,13515,2501,3780,4732,2726,3583,3034,10044,3688,14703,11695,2339,15802,20413,15068,12729,10444,992,2419,1224,6464,/data/users2/kwang26/aibm_hcp_normalized/158035_3T_T1w_MPR1.nii.gz
2874,2666,8952,3845,2172,12853,16446,15845,3257,12755,9452,7316,7157,13099,2872,3737,6698,2343,5248,2814,9609,4742,13946,11173,3879,19686,25605,12316,13931,14419,807,2667,1397,7387,2966,3135,8128,3727,1593,11794,19123,10930,1865,14801,9142,8271,7420,15327,2688,5058,5397,3427,6732,3332,9218,4297,14311,12244,3147,19743,26818,13945,15283,14064,1141,2370,1142,8296,/data/users2/kwang26/aibm_hcp_normalized/178849_3T_T1w_MPR1.nii.gz
3301,2178,6773,3512,1925,14696,16321,13927,2785,13579,8964,8509,6519,14595,2742,3551,5350,2482,4055,2764,10926,3182,16943,10964,3343,16456,27866,13029,14197,14443,679,2463,1430,8528,3462,2834,6670,3267,1962,13767,22767,12201,2281,11565,8985,8210,5718,15474,2433,3931,4433,2797,5034,2986,13502,3413,15312,11238,3564,19399,26407,12987,14361,12767,1136,2579,1470,9145,/data/users2/kwang26/aibm_hcp_normalized/192843_3T_T1w_MPR1.nii.gz
3148,2593,8353,4381,2429,13093,14402,13937,3707,14059,9277,7443,4804,12149,2200,3211,5629,2328,2988,2892,9751,3542,15920,12063,3715,17397,24113,14680,12986,12522,839,2603,1764,7366,2945,1922,5869,4477,2292,11965,17382,13722,3047,12770,9034,7839,6808,13412,2013,3775,4790,3232,6061,3379,9987,3577,15403,12924,1888,20004,25165,16212,11764,12610,1162,1951,1267,7791,/data/users2/kwang26/aibm_hcp_normalized/448347_3T_T1w_MPR1.nii.gz
2666,1863,7253,3068,1540,9246,12408,11520,2477,12066,7207,6216,5644,11874,1626,2728,5280,2238,4091,2257,10173,3736,13322,9999,3320,18261,20207,11917,12845,11084,769,1551,1273,7106,2513,1652,6577,3475,1370,10422,15362,12596,2397,11661,7861,5900,5561,13295,1815,3745,3606,3029,4088,2405,9721,3113,14467,10945,2207,18589,22810,12808,10784,10919,1084,1541,1073,7627,/data/users2/kwang26/aibm_hcp_normalized/870861_3T_T1w_MPR1.nii.gz
3458,3267,6422,4163,1850,12286,16526,15085,3370,14239,9171,7980,7203,13476,2416,4371,7786,2338,4773,3119,12499,3916,16460,12646,3461,20878,25416,18963,14978,14363,946,2661,2095,7856,3648,2247,7291,4301,1347,11916,19449,14301,3905,13819,9067,8355,6423,15981,2427,4474,5178,3031,4398,3646,12071,3644,17832,13822,2818,22591,28165,18728,14554,13547,1224,2057,1235,8686,/data/users2/kwang26/aibm_hcp_normalized/922854_3T_T1w_MPR1.nii.gz
2799,1512,8242,2838,1436,10643,11421,7820,2285,11300,8479,7269,5527,10830,2361,4502,5362,2040,3125,2523,11006,3542,13934,9860,2695,15061,24857,12597,12958,11101,874,2201,1331,7924,2537,2671,6711,2735,1338,10816,13559,8809,2511,9861,7759,7193,5715,10980,1807,4779,4619,2860,3445,3454,9767,4056,14980,10796,2105,16045,24537,13988,12539,10118,1157,1636,1022,7463,/data/users2/kwang26/aibm_hcp_normalized/159441_3T_T1w_MPR1.nii.gz
